rep,mean_abs_r,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1
189,0.3631746127772515,29,2.973141961487352,1.3367972373962402,0.04609645646193932,0.17805439233779907,8
190,0.38346478100456893,39,3.3658561517667533,2.2487910836935043,0.05766130983829498,0.15548759698867798,24
191,0.37663709328540634,34,3.0424197269466617,1.458349533379078,0.04289263333467876,0.19572103023529053,9
192,0.34413863203913897,39,3.318285637441592,1.9731594175100327,0.050593831218205966,0.18971937894821167,15
193,0.3774728387984005,41,3.3363047193688606,2.0373436585068703,0.049691308744070004,0.17660462856292725,14
194,0.36390788932228013,31,2.9711466834190934,1.1035843640565872,0.03559949561472862,0.19583219289779663,10
195,0.34498273078668135,50,3.5786538749896124,2.3269796520471573,0.04653959304094315,0.15632116794586182,21
196,0.35568077982280594,34,3.220190479962389,1.3602113351225853,0.040006215738899564,0.09791606664657593,11
197,0.3413603462283828,41,3.370907029217656,1.7139204442501068,0.041802937664636754,0.15515416860580444,12
198,0.35888761294452404,31,3.116835185281889,1.306640699505806,0.04214969998405826,0.13981664180755615,7
199,0.38030245743367547,42,3.4751157609647074,2.322589732706547,0.055299755540632066,0.17304807901382446,18
200,0.38123833624670717,34,3.094723094211806,1.5273131877183914,0.044920976109364456,0.18899697065353394,12
201,0.3400327095079155,45,3.410219917250439,2.060516983270645,0.04578926629490322,0.14787441492080688,19
202,0.37503770386288743,30,3.1002985428768763,1.642567440867424,0.05475224802891413,0.12464576959609985,10
203,0.3670017867129055,42,3.4971731229776286,1.7280908972024918,0.04114502136196409,0.10875242948532104,12
204,0.37833779425367814,39,3.3009605535367705,1.6331199556589127,0.04187487065792084,0.12358993291854858,11
205,0.3453078210895432,40,3.309107754594926,1.6238400116562843,0.04059600029140711,0.114865243434906,12
206,0.36543171274721187,34,3.244949192283212,1.9332037568092346,0.05685893402380102,0.17949432134628296,17
207,0.37574241790089374,32,3.1593519191005277,1.2942485064268112,0.04044526582583785,0.13092529773712158,9
208,0.38009751302225303,30,3.057622569094493,1.3592665046453476,0.045308883488178256,0.1569880247116089,13
209,0.35238723133359834,31,3.029391041988224,1.3188109025359154,0.042542287178577914,0.16232287883758545,9
210,0.36590503136537905,27,2.8843174604711064,1.5108496397733688,0.05595739406568033,0.1979493498802185,8
211,0.3665282022784107,38,3.271391812340939,1.7568770870566368,0.04623360755412202,0.18983054161071777,8
212,0.36569734560584705,38,3.331343335478465,1.8274521678686142,0.04809084652285827,0.14537370204925537,18
213,0.37092511632978226,48,3.427262924046155,1.9724369049072266,0.04109243551890055,0.14943039417266846,14
214,0.38681177260912847,33,3.187188385534235,1.8430674076080322,0.055850527503273704,0.23217558860778809,14
215,0.3750869967396007,30,3.0193082646032985,1.1872188746929169,0.03957396248976389,0.14065015316009521,7
216,0.37774464425772286,30,3.1297075861801456,1.3650458604097366,0.04550152868032455,0.13214784860610962,13
217,0.3526637146042678,41,3.288176328944191,1.7380939722061157,0.042392535907466236,0.17871630191802979,11
218,0.39326170068338256,36,3.3270482363745972,1.3369268476963043,0.0371368568804529,0.1078076958656311,10
219,0.35342183658611226,37,3.345588665994672,1.736538052558899,0.04693346087997024,0.118644118309021,14
220,0.32218750989198836,51,3.6055393466366836,2.4649626091122627,0.04833260017867182,0.13214784860610962,18
221,0.3970549132846326,27,2.981595724394736,1.3154208958148956,0.048719292437588727,0.16415667533874512,8
222,0.37796733269790134,38,3.174193248826977,1.6502918899059296,0.04342873394489288,0.15137535333633423,15
223,0.3827658175090831,38,3.2363694953260427,2.159655548632145,0.0568330407534775,0.23462074995040894,15
224,0.36563308724997456,29,2.9899144155110267,1.6062239035964012,0.055387031158496594,0.1822172999382019,9
225,0.39265901920716384,27,3.007172599999202,1.2581271529197693,0.046597301959991455,0.11847734451293945,11
226,0.3778004086929915,26,2.9095797355201767,1.2073353379964828,0.04643597453832626,0.15276461839675903,11
227,0.32631471118911376,50,3.5166869894562574,2.206446163356304,0.044128923267126086,0.17521530389785767,13
228,0.3926199320397125,40,3.3510609296224416,2.0030567795038223,0.05007641948759556,0.18155550956726074,12
229,0.3978202454268239,32,3.056706021937445,1.2490136362612247,0.03903167613316327,0.1401500701904297,9
230,0.358756036311071,33,3.120581785909292,1.1986664161086082,0.03632322473056389,0.1549319624900818,10
231,0.3508324569764457,26,2.9316323499457213,1.3156987875699997,0.050603799521923065,0.1487635374069214,14
232,0.3977793937134437,33,3.0661877294070377,1.1999997571110725,0.03636362900336584,0.14092803001403809,9
233,0.37774956826966716,33,3.070949327089133,1.5243125334382057,0.04619128889206684,0.12981384992599487,12
234,0.36627352028450316,40,3.2169384851038862,1.9280890673398972,0.048202226683497426,0.18894660472869873,12
235,0.3509803356065856,32,3.0705435023693726,1.6571268737316132,0.05178521480411291,0.13920533657073975,10
236,0.36379825971349294,34,3.1652953455819492,1.758266106247902,0.051713709007291234,0.14898580312728882,13
237,0.35296225041414464,42,3.4041388945937587,2.036788322031498,0.048494960048369,0.17827177047729492,11
238,0.3863398060642725,35,3.00842731550722,1.3953321054577827,0.03986663158450808,0.17193669080734253,12
239,0.36351289563556693,37,3.3120061920284916,1.5489303469657898,0.04186298235042675,0.12642395496368408,10
240,0.337150755659976,36,3.1651685228217854,1.8091137558221817,0.05025315988394949,0.20077800750732422,12
241,0.36553145916059665,32,3.1457234593656596,1.3642677664756775,0.04263336770236492,0.15476518869400024,11
242,0.38719039395612714,27,2.9528743407696716,1.0518479198217392,0.03895733036376812,0.1134759783744812,10
243,0.38434806081858186,33,3.189084998839311,1.944929089397192,0.058937245133248245,0.1996665596961975,17
244,0.3604789129188488,36,3.145057147815133,1.617782510817051,0.044938403078251414,0.16815781593322754,15
245,0.31850559754643526,45,3.5332477830543763,2.4171712920069695,0.05371491760015488,0.14970821142196655,15
246,0.39323965374792774,32,3.109668083043112,1.2337101623415947,0.038553442573174834,0.13598603010177612,12
247,0.3440857164964953,40,3.2889867595779867,1.4395111352205276,0.03598777838051319,0.11914420127868652,11
248,0.35170687356895913,39,3.266466978708964,1.5582108050584793,0.039954123206627674,0.171603262424469,9
249,0.3897052099563522,26,2.943771886380434,1.3453736379742622,0.051745139922087006,0.15587663650512695,13
250,0.3806093288923436,25,2.853965271086379,1.1666018068790436,0.04666407227516174,0.144206702709198,9
251,0.37907808328212794,34,3.2019028737605644,1.323126271367073,0.0389154785696198,0.12576061487197876,13
252,0.35747361257170596,44,3.5085810907894515,2.0954154431819916,0.04762307825413617,0.12559044361114502,17
253,0.3430858431139453,40,3.3843600796938604,2.173770323395729,0.054344258084893224,0.17593777179718018,13
254,0.36854361795294766,31,3.0140149343171707,1.3399278335273266,0.043223478500881506,0.1544317603111267,7
255,0.35091831064184503,41,3.3421136870291837,1.8924700319766998,0.04615780565796829,0.13664907217025757,14
256,0.3517100689345654,36,3.2397044142365585,1.4223791360855103,0.03951053155793084,0.12748336791992188,8
257,0.3654744988938559,38,3.233575872975477,1.396110162138939,0.03673974110891944,0.1355932354927063,9
258,0.3515331966333828,37,3.33163245203056,1.8969713747501373,0.05126949661486858,0.1465962529182434,14
259,0.36743622525244357,34,3.239060520069081,1.7508754283189774,0.051496336127028745,0.13870519399642944,11
260,0.3748727318769983,38,3.3338070952830297,1.309697262942791,0.03446571744586292,0.11803275346755981,11
261,0.3791839681205399,31,3.0672957190095995,1.8150597736239433,0.05855031527819172,0.2320089340209961,13
262,0.3561657774135573,40,3.191487419061671,1.4038898646831512,0.03509724661707878,0.23217561841011047,8
263,0.37890173430734986,38,3.330226928696252,1.7151430249214172,0.04513534276108993,0.12659072875976562,12
264,0.35793588936448595,42,3.44906912110799,1.9583217650651932,0.04662670869202841,0.15504306554794312,14
265,0.35893834785330675,43,3.352231363733402,1.8815781697630882,0.04375763185495554,0.1889413595199585,13
266,0.34857996771255034,33,3.0441726102542535,1.4635174721479416,0.04434901430751338,0.1881633996963501,10
267,0.3398053256706329,37,3.1384208467565333,1.6574049219489098,0.0447947276202408,0.17582660913467407,10
268,0.3974771123806816,35,3.1942727495127166,1.5419709384441376,0.04405631252697536,0.12370443344116211,13
269,0.37567712198536174,40,3.249197824690115,1.995831921696663,0.049895798042416575,0.21967214345932007,14
270,0.3547389218524134,38,3.2994464560079164,1.4140037596225739,0.037210625253225625,0.1668241024017334,9
271,0.3701975232219922,31,3.0554072317269307,1.3485970199108124,0.04350312967454233,0.13425952196121216,15
